dav-844651.txt,em 1291,[37 - 44],DATE-NONE-SPC-OTHER-DATE
dav-844651.txt,Santa Clara,[5890 - 5901],PERSON-NAM-SPC-OTHER-PERSON
dav-844651.txt,"Saquê",[5917 - 5922],
dav-844651.txt,Senado,[5953 - 5959],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
dav-844651.txt,Senado,[5953 - 5959],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
dav-844651.txt,Senado,[5953 - 5959],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
dav-844651.txt,em 1972,[6078 - 6085],DATE-NONE-SPC-OTHER-DATE
dav-844651.txt,"rei da Bulgária",[6109 - 6124],PERSON-NONE-SPC-OTHER-OCCUPATION
dav-844651.txt,"Bulgária",[6117 - 6125],GPE-NONE-SPC-COUNTRY-GPE
dav-844651.txt,"Bulgária",[6117 - 6125],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
dav-844651.txt,"Bulgária",[6117 - 6125],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
dav-844651.txt,"Bulgária",[6117 - 6125],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
dav-844651.txt,"Sófia",[6152 - 6157],GPE-NAM-SPC-OTHER-GPE
dav-844651.txt,Miguel Sousa Tavares,[6187 - 6207],PERSON-NAM-SPC-OTHER-PERSON
dav-844651.txt,Spadolini,[6237 - 6246],PERSON-NAM-SPC-OTHER-PERSON
dav-844651.txt,"Suíça",[6285 - 6290],GPE-NONE-SPC-COUNTRY-GPE
dav-844651.txt,Berna,[6328 - 6333],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
dav-844651.txt,Berna,[6328 - 6333],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
dav-844651.txt,Berna,[6328 - 6333],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
dav-844651.txt,"Confederação",[6343 - 6355],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
dav-844651.txt,"Confederação",[6343 - 6355],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
dav-844651.txt,"Confederação",[6343 - 6355],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
dav-844651.txt,"Taça América de 1995",[6397 - 6417],EVENT-NONE-SPC-OTHER-EVENT
dav-844651.txt,"Taça América",[6398 - 6410],EVENT-NONE-SPC-OTHER-EVENT
dav-844651.txt,de 1995,[6411 - 6418],DATE-NONE-SPC-OTHER-DATE
dav-844651.txt,"Batalha das Termópilas",[6454 - 6476],EVENTO-NONE-SPC-OTHER-EVENTO
dav-844651.txt,Augusto,[6497 - 6504],PERSON-NAM-SPC-OTHER-PERSON
dav-844651.txt,Timor Ocidental,[6530 - 6545],GPE-NAM-SPC-OTHER-GPE
dav-844651.txt,"Torre dos Clérigos",[6583 - 6601],TITLEWORK-NONE-SPC-OTHER-TITLEWORK
dav-844651.txt,Tux,[6860 - 6863],PRODUCT-NONE-SPC-OTHER-PRODUCT
dav-844651.txt,Tux,[6860 - 6863],LAW-NONE-SPC-OTHER-PRODUCT
dav-844651.txt,Tux,[6860 - 6863],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
dav-844651.txt,Tux,[6860 - 6863],PRODUCT-NONE-SPC-OTHER-LAW
dav-844651.txt,Tux,[6860 - 6863],LAW-NONE-SPC-OTHER-LAW
dav-844651.txt,Tux,[6860 - 6863],ORGANIZATION-NONE-SPC-OTHER-LAW
dav-844651.txt,Tux,[6860 - 6863],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
dav-844651.txt,Tux,[6860 - 6863],LAW-NONE-SPC-OTHER-ORGANIZATION
dav-844651.txt,Tux,[6860 - 6863],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
dav-844651.txt,Tux,[6860 - 6863],-NONE-SPC-OTHER-
dav-844651.txt,antes de 1970,[6986 - 6999],DATE-NONE-SPC-OTHER-DATE
dav-844651.txt,TVI,[7015 - 7018],DISEASE-NONE-SPC-OTHER-DISEASE
dav-844651.txt,TVI,[7015 - 7018],EVENTO-NONE-SPC-OTHER-EVENTO
dav-844651.txt,TVI,[7015 - 7018],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
dav-844651.txt,Union Jack,[7034 - 7044],
dav-844651.txt,"Vítor Baía",[7070 - 7080],PERSON-NAM-SPC-OTHER-PERSON
dav-844651.txt,FC Porto,[7205 - 7213],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
dav-844651.txt,George Vassiliou,[7226 - 7242],PERSON-NAM-SPC-OTHER-PERSON
dav-844651.txt,em 1995,[7330 - 7337],DATE-NONE-SPC-OTHER-DATE
dav-844651.txt,"Taça de Portugal",[7355 - 7371],EVENT-NONE-SPC-OTHER-EVENT
dav-844651.txt,"Taça",[7356 - 7360],EVENT-NONE-SPC-OTHER-EVENT
dav-844651.txt,Portugal,[7364 - 7372],GPE-NONE-SPC-COUNTRY-GPE
dav-844651.txt,nesse ano,[7373 - 7382],DATE-NONE-SPC-OTHER-DATE
dav-844651.txt,"Zodíaco",[7411 - 7418],-NONE-SPC-OTHER-
dav-844651.txt,Cabo Verde,[7442 - 7452],GPE-NONE-SPC-COUNTRY-GPE
dav-844651.txt,Cabo Verde,[7442 - 7452],GEOLOGICALOBJECT-NONE-SPC-OTHER-GEOLOGICALOBJECT
dav-844651.txt,"Eugénio Tavares",[7498 - 7513],PERSON-NAM-SPC-OTHER-PERSON
dav-844651.txt,Praia,[7538 - 7543],GPE-NAM-SPC-OTHER-GPE
