ric-19806.txt,"Doença de Chagas",[3 - 19],DISEASE-NONE-SPC-OTHER-DISEASE
ric-19806.txt,T. cruzi,[4497 - 4505],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,ocasionalmente,[4528 - 4542],TIME-NONE-SPC-OTHER-RATE
ric-19806.txt,P. geniculatus,[4605 - 4619],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,P. geniculatus,[4605 - 4619],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,P. geniculatus,[4605 - 4619],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,P. geniculatus,[4605 - 4619],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,P. geniculatus,[4605 - 4619],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,P. geniculatus,[4605 - 4619],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,P. geniculatus,[4605 - 4619],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,P. geniculatus,[4605 - 4619],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,P. geniculatus,[4605 - 4619],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,ocasionalmente,[4657 - 4671],TIME-NONE-SPC-OTHER-RATE
ric-19806.txt,P. diasi,[4836 - 4844],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,P. diasi,[4836 - 4844],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,P. diasi,[4836 - 4844],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,P. diasi,[4836 - 4844],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,P. diasi,[4836 - 4844],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,P. diasi,[4836 - 4844],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,P. diasi,[4836 - 4844],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,P. diasi,[4836 - 4844],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,P. diasi,[4836 - 4844],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,"Bolívia",[4865 - 4872],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Brasil,[4875 - 4881],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,"Goiás",[4897 - 4902],GPE-NAM-SPC-OTHER-GPE
ric-19806.txt,Minas Gerais,[4904 - 4916],GPE-NAM-SPC-OTHER-GPE
ric-19806.txt,"São Paulo",[4918 - 4927],GPE-NAM-SPC-OTHER-GPE
ric-19806.txt,Bahia,[4930 - 4935],GPE-NAM-SPC-OTHER-GPE
ric-19806.txt,P lutzi,[4990 - 4997],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,P lutzi,[4990 - 4997],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,P lutzi,[4990 - 4997],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,P lutzi,[4990 - 4997],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,P lutzi,[4990 - 4997],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,P lutzi,[4990 - 4997],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,P lutzi,[4990 - 4997],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,P lutzi,[4990 - 4997],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,P lutzi,[4990 - 4997],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,P. tupynambai,[5023 - 5036],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,P. tupynambai,[5023 - 5036],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,P. tupynambai,[5023 - 5036],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,P. tupynambai,[5023 - 5036],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,P. tupynambai,[5023 - 5036],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,P. tupynambai,[5023 - 5036],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,P. tupynambai,[5023 - 5036],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,P. tupynambai,[5023 - 5036],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,P. tupynambai,[5023 - 5036],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Rio Grande do Sul,[5040 - 5057],GPE-NAM-SPC-OTHER-GPE
ric-19806.txt,Uruguai,[5060 - 5067],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,"nos últimos anos",[5085 - 5101],DATE-NONE-SPC-OTHER-DATE
ric-19806.txt,"com freqüência",[5123 - 5137],TIME-NONE-SPC-OTHER-RATE
ric-19806.txt,T. sordida,[5166 - 5176],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. sordida,[5166 - 5176],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. sordida,[5166 - 5176],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. sordida,[5166 - 5176],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,T. sordida,[5166 - 5176],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,T. sordida,[5166 - 5176],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,T. sordida,[5166 - 5176],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. sordida,[5166 - 5176],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. sordida,[5166 - 5176],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Brasil Central,[5337 - 5351],GPE-NONE-SPC-OTHER-GPE
ric-19806.txt,Paraguai,[5373 - 5381],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Argentina,[5395 - 5404],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Uruguai,[5406 - 5413],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,"Bolívia",[5416 - 5423],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,T. dimidiata,[5515 - 5527],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. dimidiata,[5515 - 5527],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. dimidiata,[5515 - 5527],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. dimidiata,[5515 - 5527],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,T. dimidiata,[5515 - 5527],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,T. dimidiata,[5515 - 5527],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,T. dimidiata,[5515 - 5527],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. dimidiata,[5515 - 5527],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. dimidiata,[5515 - 5527],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,"América Central",[5689 - 5704],GPE-NONE-SPC-OTHER-GPE
ric-19806.txt,"México",[5706 - 5712],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,"Colômbia",[5714 - 5722],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Equador,[5724 - 5731],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Peru,[5743 - 5747],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Rhodnius,[5861 - 5869],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Rhodnius,[5861 - 5869],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Rhodnius,[5861 - 5869],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Rhodnius,[5861 - 5869],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,Rhodnius,[5861 - 5869],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,Rhodnius,[5861 - 5869],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,Rhodnius,[5861 - 5869],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Rhodnius,[5861 - 5869],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Rhodnius,[5861 - 5869],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,R. domesticus,[5886 - 5899],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,R. domesticus,[5886 - 5899],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,R. domesticus,[5886 - 5899],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,R. domesticus,[5886 - 5899],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,R. domesticus,[5886 - 5899],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,R. domesticus,[5886 - 5899],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,R. domesticus,[5886 - 5899],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,R. domesticus,[5886 - 5899],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,R. domesticus,[5886 - 5899],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Brasil,[5941 - 5947],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,R. pictipes,[5949 - 5960],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,R. pictipes,[5949 - 5960],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,R. pictipes,[5949 - 5960],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,R. pictipes,[5949 - 5960],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,R. pictipes,[5949 - 5960],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,R. pictipes,[5949 - 5960],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,R. pictipes,[5949 - 5960],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,R. pictipes,[5949 - 5960],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,R. pictipes,[5949 - 5960],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Brasil,[5997 - 6003],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,R. brethesi,[6008 - 6019],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,R. brethesi,[6008 - 6019],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,R. brethesi,[6008 - 6019],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,R. brethesi,[6008 - 6019],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,R. brethesi,[6008 - 6019],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,R. brethesi,[6008 - 6019],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,R. brethesi,[6008 - 6019],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,R. brethesi,[6008 - 6019],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,R. brethesi,[6008 - 6019],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Brasil,[6050 - 6056],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Venezuela,[6059 - 6068],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Leopoldinia piassaba,[6124 - 6144],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Leopoldinia piassaba,[6124 - 6144],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Leopoldinia piassaba,[6124 - 6144],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Leopoldinia piassaba,[6124 - 6144],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,Leopoldinia piassaba,[6124 - 6144],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,Leopoldinia piassaba,[6124 - 6144],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,Leopoldinia piassaba,[6124 - 6144],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Leopoldinia piassaba,[6124 - 6144],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Leopoldinia piassaba,[6124 - 6144],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,"nos últimos anos",[6175 - 6191],DATE-NONE-SPC-OTHER-DATE
ric-19806.txt,"com freqüência",[6206 - 6220],TIME-NONE-SPC-OTHER-RATE
ric-19806.txt,R. prolixus,[6247 - 6258],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,R. prolixus,[6247 - 6258],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,R. prolixus,[6247 - 6258],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,R. prolixus,[6247 - 6258],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,R. prolixus,[6247 - 6258],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,R. prolixus,[6247 - 6258],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,R. prolixus,[6247 - 6258],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,R. prolixus,[6247 - 6258],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,R. prolixus,[6247 - 6258],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,"Colômbia",[6297 - 6305],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Venezuela,[6308 - 6317],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,"Doença de Chagas",[6392 - 6408],DISEASE-NONE-SPC-OTHER-DISEASE
ric-19806.txt,"América Central",[6451 - 6466],GPE-NONE-SPC-OTHER-GPE
ric-19806.txt,El Salvador,[6487 - 6498],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Guatemala,[6500 - 6509],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Honduras,[6512 - 6520],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,R. prolixus,[6546 - 6557],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,R. prolixus,[6546 - 6557],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,R. prolixus,[6546 - 6557],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,R. prolixus,[6546 - 6557],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,R. prolixus,[6546 - 6557],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,R. prolixus,[6546 - 6557],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,R. prolixus,[6546 - 6557],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,R. prolixus,[6546 - 6557],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,R. prolixus,[6546 - 6557],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,R. pallescens,[6752 - 6765],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,R. pallescens,[6752 - 6765],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,R. pallescens,[6752 - 6765],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,R. pallescens,[6752 - 6765],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,R. pallescens,[6752 - 6765],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,R. pallescens,[6752 - 6765],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,R. pallescens,[6752 - 6765],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,R. pallescens,[6752 - 6765],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,R. pallescens,[6752 - 6765],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,"Panamá",[6789 - 6795],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,"com freqüência",[6810 - 6824],TIME-NONE-SPC-OTHER-RATE
ric-19806.txt,"Panamá",[6966 - 6972],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,59%,[7007 - 7010],MEASURE-NONE-SPC-OTHER-MEASURE
ric-19806.txt,Velho Mundo,[7062 - 7073],GPE-NONE-SPC-OTHER-GPE
ric-19806.txt,13,[7079 - 7081],MEASURE-NONE-SPC-OTHER-MEASURE
ric-19806.txt,T. cruzi,[7194 - 7202],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. cruzi,[7194 - 7202],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. cruzi,[7194 - 7202],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. cruzi,[7194 - 7202],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,T. cruzi,[7194 - 7202],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,T. cruzi,[7194 - 7202],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,T. cruzi,[7194 - 7202],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. cruzi,[7194 - 7202],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. cruzi,[7194 - 7202],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Triatoma rubrofasciata,[7244 - 7266],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Triatoma rubrofasciata,[7244 - 7266],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Triatoma rubrofasciata,[7244 - 7266],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Triatoma rubrofasciata,[7244 - 7266],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,Triatoma rubrofasciata,[7244 - 7266],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,Triatoma rubrofasciata,[7244 - 7266],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,Triatoma rubrofasciata,[7244 - 7266],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Triatoma rubrofasciata,[7244 - 7266],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Triatoma rubrofasciata,[7244 - 7266],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
